citation,doi,PMCID,PMID,Title,Author,Belong,Abstract,Keywords
J Biomed Biotechnol. 2010; 2010: 453045.,10.1155/2010/453045,PMC3085213,21541239,Proteomics,Benjamin A. Garcia;Helen J. Cooper;Pieter C. Dorrestein;Kai Tang;Beatrix M. Ueberheide,"1Department of Molecular Biology,  Princeton University,  Princeton, NJ  08544, USA;2School of Biosciences,  The University of Birmingham,  Edgbaston, Birmingham B15 2TT, UK;3Departments of Pharmacology, Chemistry and Biochemistry,  Skaggs School of Pharmacy and Pharmaceutical Sciences,  University of California,  San Diego, La Jolla, CA 92093, USA;4School of Biological Sciences,  Nanyang Technological University,  60 Nanyang Drive, Singapore, Singapore 63755;5The Laboratory of Mass Spectrometry and Gaseous Ion Chemistry,  The Rockefeller University,  New York, NY 10065, USA;*Benjamin A. Garcia: ude.notecnirp@aicragab",,
Bioinformation. 2011; 7(1): 29–32.,10.6026/97320630007029,PMC3163929,21904435,Remote homologue identification of Drosophila GAGA factor in mouse,Suresh Kumar,"Department of Bioinformatics, School of Biotechnology and Health Sciences, Karunya University, Coimbatore -641114, Tamil Nadu, India;*Suresh Kumar: moc.liamg@oibhserus","GAGA factor (GAF) is involved in both gene activation and gene repression and plays a role in the modulation of chromatin
structure. In Drosophila, Trithroax like (Trl) gene encodes the DNA binding protein called GAGA factor (GAF). Trl-GAF binds to
GAGA sites through its C2H2 zinc finger domain and has an N-terminal BTB/POZ domain. Identification of Trl-GAF homologue
in mouse helps in deeper understanding of the mechanism and function. Conventional alignment tools such as BLAST and FASTA
cannot identify homologues in mouse genome as their sequence identity is below 30%. In the present study, various sequence and
structure analyses were followed for the detection of remote homologues of Drosophila GAGA FACTOR in mouse to identify as
Zbtb3. Through homology modeling and docking approach, the zinc finger region of mouse Zbtb3 showed conserved residues and
favorable DNA binding sites with GAGA sites similar to that of Drosophila GAGA FACTOR.",Remote homologue;GAGA factor;BTB;Zinc finger;Zbtb3;molecular modeling
Acta Crystallogr Sect F Struct Biol Cryst Commun. 2011 Nov 1; 67(Pt 11): 1394–1398.,10.1107/S174430911103404X,PMC3212459,22102240,"Crystallization, high-resolution data collection and preliminary crystallographic analysis of Aura virus capsid protease and its complex with dioxane",Megha Aggarwal;Sonali Dhindwal;Shivendra Pratap;Richard J. Kuhn;Pravindra Kumar;Shailly Tomar,"aDepartment of Biotechnology, Indian Institute of Technology, Roorkee, Roorkee 247 667, India;bDepartment of Biological Sciences and Bindley Bioscience Center, Purdue University, West Lafayette, IN 47907, USA;Correspondence e-mail: ni.tenre.rtii@tbfliahs","The C-terminal protease domain of capsid protein from Aura virus expressed in a bacterial expression system has been purified to homogeneity and crystallized. Crystals suitable for X-ray diffraction analysis were obtained by the vapour-diffusion method using 0.1 M bis-tris and polyethylene glycol monomethyl ether 2000. Crystals of the C-terminal protease domain of capsid protein in complex with dioxane were also produced and crystal data were obtained. Both crystals belonged to space group C2, with unit-cell parameters a = 79.6, b = 35.2, c = 49.5 Å. High-resolution data sets were collected to a resolution of 1.81 Å for the native protein and 1.98 Å for the complex. Preliminary crystallographic studies suggested the presence of a single molecule in the crystallographic asymmetric unit, with a solvent content of 38.5%.",Aura virus;capsid protease
J Biol Chem. 2011 May 27; 286(21): 18369–18374.,10.1074/jbc.R110.180778,PMC3099653,21454601,The Histone Chaperone FACT: Structural Insights and Mechanisms for Nucleosome Reorganization*,Duane D. Winkler;Karolin Luger,"From the Department of Biochemistry and Molecular Biology and the Howard Hughes Medical Institute, Colorado State University, Fort Collins, Colorado 80523-1870;1 To whom correspondence should be addressed. E-mail: ude.etatsoloc@regul.nilorak.","Changes in chromatin architecture induced by epigenetic mechanisms are essential for normal cellular processes such as gene expression, DNA repair, and cellular division. Compact chromatin presents a barrier to these processes and is highly regulated by epigenetic markers binding to components of the nucleosome. Histone modifications directly influence chromatin dynamics and facilitate recruitment of additional factors such as chromatin remodelers and histone chaperones. One member of this last class of factors, FACT (facilitates chromatin transcription), is categorized as a histone chaperone critical for nucleosome reorganization during replication, transcription, and DNA repair. Significant discoveries regarding the role of histone chaperones and specifically FACT have come over the past dozen years from a number of independent laboratories. Here, we review the structural and biophysical basis for FACT-mediated nucleosome reorganization and discuss up-to-date models for FACT function.",Chromatin Histone Modification;Chromatin Regulation;Chromatin Remodeling;Chromatin Structure;Nucleosome;Histone Chaperone
J Biol Phys. 2011 Jun; 37(3): 241–261.,10.1007/s10867-011-9214-z,PMC3101325,22654176,The role of spiking and bursting pacemakers in the neuronal control of breathing,"Jan-Marino Ramirez;Henner Koch;Alfredo J. Garcia, III;Atsushi Doi;Sebastien Zanella","1Center for Integrative Brain Research, Seattle Children’s Research Institute, Seattle, WA USA ;2Department of Neurological Surgery, University of Washington, Seattle, WA USA ;Jan-Marino Ramirez, Email: ude.wu@1onin.;Corresponding author.","Breathing is controlled by a distributed network involving areas in the neocortex, cerebellum, pons, medulla, spinal cord, and various other subcortical regions. However, only one area seems to be essential and sufficient for generating the respiratory rhythm: the preBötzinger complex (preBötC). Lesioning this area abolishes breathing and following isolation in a brain slice the preBötC continues to generate different forms of respiratory activities. The use of slice preparations led to a thorough understanding of the cellular mechanisms that underlie the generation of inspiratory activity within this network. Two types of inward currents, the persistent sodium current (INaP) and the calcium-activated non-specific cation current (ICAN), play important roles in respiratory rhythm generation. These currents give rise to autonomous pacemaker activity within respiratory neurons, leading to the generation of intrinsic spiking and bursting activity. These membrane properties amplify as well as activate synaptic mechanisms that are critical for the initiation and maintenance of inspiratory activity. In this review, we describe the dynamic interplay between synaptic and intrinsic membrane properties in the generation of the respiratory rhythm and we relate these mechanisms to rhythm generating networks involved in other behaviors.",Pacemaker;Respiration;Persistent sodium current;Calcium-activated non-specific cation current;preBötzinger complex;Rhythm generation;Bursting
Europhys Lett. 2011 Jun 8; 94: 68006.,10.1209/0295-5075/94/68006,PMC3531972,23275684,A lattice-gas model for amyloid fibril aggregation,Liu Hong;Xianghong Qi;Yang Zhang,"1Zhou Pei-Yuan Center for Applied Mathematics, Tsinghua University - Beijing, 100084, PRC;2Center for Computational Medicine and Bioinformatics, University of Michigan - 100 Washtenaw Ave., Ann Arbor, MI 48109, USA;(a)Email: ude.hcimu@gnhz","A simple lattice-gas model, with two fundamental energy terms —elongation and nucleation effects, is proposed for understanding the mechanisms of amyloid fibril formation. Based on the analytical solution and Monte Carlo simulation of 1D system, we have thoroughly explored the dependence of mass concentration, number concentration of amyloid filaments and the lag-time on the initial protein concentration, the critical nucleus size, the strengths of nucleation and elongation effects, respectively. We also found that thickening process (self-association of filaments into multi-strand fibrils) is not essential for the modeling of amyloid filaments through simulations on 2D lattice. Compared with the kinetic model recently proposed by Knowles et al., highly quantitative consistency of two models in the calculation of mass fraction of filaments is found. Moreover our model can generate a better prediction on the number fraction, which is closer to experimental values when the elongation strength gets stronger.",
J Biol Chem. 2011 May 6; 286(18): 15625–15629.,10.1074/jbc.C111.220715,PMC3091171,21454705,Structure and Histone Binding Properties of the Vps75-Rtt109 Chaperone-Lysine Acetyltransferase Complex*,Dan Su;Qi Hu;Hui Zhou;James R. Thompson;Rui-Ming Xu;Zhiguo Zhang;Georges Mer,"From the ‡Department of Biochemistry and Molecular Biology, Mayo Clinic, Rochester, Minnesota 55905, ;the §Department of Physiology and Biomedical Engineering, Mayo Clinic, Rochester, Minnesota 55905, and ;the ¶Institute of Biophysics, Chinese Academy of Sciences, Beijing 100101, China;1 To whom correspondence may be addressed: Dept. of Biochemistry and Molecular Biology, Mayo Clinic, 200 First St. SW, Rochester, MN 55905.,  Tel.: 507-538-6074; Fax: 507-284-1209; E-mail: ude.oyam@ougihz.gnahz.;2 To whom correspondence may be addressed: Dept. of Biochemistry and Molecular Biology, Mayo Clinic, 200 First St. SW, Rochester, MN 55905.,  Tel.: 507-266-0451; Fax: 507-284-1209; E-mail: ude.oyam@segroeg.rem.","The histone chaperone Vps75 presents the remarkable property of stimulating the Rtt109-dependent acetylation of several histone H3 lysine residues within (H3-H4)2 tetramers. To investigate this activation mechanism, we determined x-ray structures of full-length Vps75 in complex with full-length Rtt109 in two crystal forms. Both structures show similar asymmetric assemblies of a Vps75 dimer bound to an Rtt109 monomer. In the Vps75-Rtt109 complexes, the catalytic site of Rtt109 is confined to an enclosed space that can accommodate the N-terminal tail of histone H3 in (H3-H4)2. Investigation of Vps75-Rtt109-(H3-H4)2 and Vps75-(H3-H4)2 complexes by NMR spectroscopy-probed hydrogen/deuterium exchange suggests that Vps75 guides histone H3 in the catalytic enclosure. These findings clarify the basis for the enhanced acetylation of histone H3 tail residues by Vps75-Rtt109.",Chaperone Chaperonin;Chromatin Histone Modification;Histone Acetylase;NMR;Protein Structure;X-ray Crystallography;Histone Chaperone;Lysine Acetyltransferase
Coord Chem Rev. 2011 May 1; 255(9-10): 1179–1205.,10.1016/j.ccr.2010.11.034,PMC3079273,21516203,Molybdenum enzymes in higher organisms,Russ Hille;Takeshi Nishino;Florian Bittner,"Russ Hille,  Department of Biochemistry, University of California, Riverside, CA 92521;;Contributor Information.;Russ Hille: ude.rcu@ellih.ssur;  Takeshi Nishino: pj.ca.smn@onihsin: ude.rcu@nihsekat;  Florian Bittner: ed.sb-ut@renttib.f ","Recent progress in our understanding of the structural and catalytic properties of molybdenum-containing enzymes in eukaryotes is reviewed, along with aspects of the biosynthesis of the cofactor and its insertion into apoprotein.",molybdenum enzymes;xanthine oxidase;sulfite oxidase;nitrate reductase;hmARC
Acta Crystallogr Sect F Struct Biol Cryst Commun. 2011 Mar 1; 67(Pt 3): 358–363.,10.1107/S1744309110053893,PMC3053163,21393843,Proteolysis of the type III glutamine synthetase from Bacteroides fragilis causes expedient crystal-packing rearrangements,Jason van Rooyen;Hassan Belrhali;Valarie Abratt;B. Trevor Sewell,"aElectron Microscope Unit, University of Cape Town, South Africa;bDepartment of Molecular and Cell Biology, University of Cape Town, South Africa;cEuropean Molecular Biology Laboratory, Grenoble, France;dInstitute of Infectious Diseases and Molecular Medicine, University of Cape Town, South Africa;Correspondence e-mail: az.ca.tcu.ecneics@nosaj","This work details the intentional modifications that led to the first structure of a type III glutamine synthetase enzyme (GSIII). This approach followed the serendipitous discovery of digestion caused by an extracellular protease from a contaminating bacterium, Pseudomonas fluorescens. The protease only cleaves the GSIII protein at a single site, leaving the oligomer intact but allowing the protein to crystallize in a different space group. This transition from space group P1 to space group C2221 is accompanied by improved growth characteristics, more reproducible diffraction and enhanced mechanical stability. The crystallo­graphic analyses presented here provide the structural basis of the altered molecular packing in the full-length and digested crystal forms and suggest modifications for future structural studies.",glutamine synthetase III;Bacteroides fragilis
J Biol Chem. 2011 Dec 2; 286(48): 41883–41892.,10.1074/jbc.M111.301465,PMC3308894,21969370,Histone Chaperone FACT Coordinates Nucleosome Interaction through Multiple Synergistic Binding Events*,Duane D. Winkler;Uma M. Muthurajan;Aaron R. Hieb;Karolin Luger,"From the Howard Hughes Medical Institute and the Department of Biochemistry and Molecular Biology, Colorado State University, Fort Collins, Colorado 80523-1870;3 To whom correspondence should be addressed. Tel.: 970-491-6405; Fax: 970-491-5113; E-mail: ude.etatsoloc@reguL.niloraK.;1Supported by National Institutes of Health NRSA Award F32GM096531 from NIGMS.;2Supported by the Howard Hughes Medical Institute.","In eukaryotic cells, DNA maintenance requires ordered disassembly and re-assembly of chromatin templates. These processes are highly regulated and require extrinsic factors such as chromatin remodelers and histone chaperones. The histone chaperone FACT (facilitates chromatin transcription) is a large heterodimeric complex with roles in transcription, replication, and repair. FACT promotes and subsequently restricts access to DNA as a result of dynamic nucleosome reorganization. However, until now, there lacked a truly quantitative assessment of the critical contacts mediating FACT function. Here, we demonstrate that FACT binds histones, DNA, and intact nucleosomes at nanomolar concentrations. We also determine roles for the histone tails in free histone and nucleosome binding by FACT. Furthermore, we propose that the conserved acidic C-terminal domain of the FACT subunit Spt16 actively displaces nucleosomal DNA to provide access to the histone octamer. Experiments with tri-nucleosome arrays indicate a possible mode for FACT binding within chromatin. Together, the data reveal that specific FACT subunits synchronize interactions with various target sites on individual nucleosomes to generate a high affinity binding event and promote reorganization.",Chromatin Remodeling;Chromatin Structure;Chromosomes/Non-histone Chromosomal Proteins;Histone Chaperone;Nucleosome;FACT
J Biol Chem. 2011 Aug 12; 286(32): 28080–28088.,10.1074/jbc.M111.237859,PMC3151053,21653695,α-Synuclein Interacts with Glucocerebrosidase Providing a Molecular Link between Parkinson and Gaucher Diseases*,Thai Leong Yap;James M. Gruschus;Arash Velayati;Wendy Westbroek;Ehud Goldin;Nima Moaven;Ellen Sidransky;Jennifer C. Lee,"From the ‡Laboratory of Molecular Biophysics, National Heart Lung and Blood Institute, and ;the §Medical Genetics Branch, National Human Genome Research Institute, National Institutes of Health, Bethesda, Maryland 20892;2 To whom correspondence may be addressed: 35 Convent Drive, Room 1A213, Bethesda, MD 20892.,  E-mail: vog.hin.liam@esnardis.;3 To whom correspondence may be addressed: 50 South Drive, Building 50 Room 3513, Bethesda, MD 20892.,  E-mail: vog.hin.liam@4jeel.;1Both authors contributed equally to this work.","The presynaptic protein α-synuclein (α-syn), particularly in its amyloid form, is widely recognized for its involvement in Parkinson disease (PD). Recent genetic studies reveal that mutations in the gene GBA are the most widespread genetic risk factor for parkinsonism identified to date. GBA encodes for glucocerebrosidase (GCase), the enzyme deficient in the lysosomal storage disorder, Gaucher disease (GD). In this work, we investigated the possibility of a physical linkage between α-syn and GCase, examining both wild type and the GD-related N370S mutant enzyme. Using fluorescence and nuclear magnetic resonance spectroscopy, we determined that α-syn and GCase interact selectively under lysosomal solution conditions (pH 5.5) and mapped the interaction site to the α-syn C-terminal residues, 118–137. This α-syn-GCase complex does not form at pH 7.4 and is stabilized by electrostatics, with dissociation constants ranging from 1.2 to 22 μm in the presence of 25 to 100 mm NaCl. Intriguingly, the N370S mutant form of GCase has a reduced affinity for α-syn, as does the inhibitor conduritol-β-epoxide-bound enzyme. Immunoprecipitation and immunofluorescence studies verified this interaction in human tissue and neuronal cell culture, respectively. Although our data do not preclude protein-protein interactions in other cellular milieux, we suggest that the α-syn-GCase association is favored in the lysosome, and that this noncovalent interaction provides the groundwork to explore molecular mechanisms linking PD with mutant GBA alleles.",Fluorescence;NMR;Protein Conformation;Protein-Protein Interactions;Synuclein
J Biol Chem. 2011 Nov 11; 286(45): 39188–39199.,10.1074/jbc.M111.262337,PMC3234744,21949131,Fibronectin Aggregation and Assembly,Tomoo Ohashi;Harold P. Erickson,"From the Department of Cell Biology, Duke University Medical Center, Durham, North Carolina 27710;1 To whom correspondence should be addressed: Dept. of Cell Biology, Box 3709, Duke University Medical Center, Durham, NC 27710.,  Tel.: 919-684-6385; Fax: 919-684-8090; E-mail: ude.ekud.oibllec@ihsaho.t.","The mechanism of fibronectin (FN) assembly and the self-association sites are still unclear and contradictory, although the N-terminal 70-kDa region (I1–9) is commonly accepted as one of the assembly sites. We previously found that I1–9 binds to superfibronectin, which is an artificial FN aggregate induced by anastellin. In the present study, we found that I1–9 bound to the aggregate formed by anastellin and a small FN fragment, III1–2. An engineered disulfide bond in III2, which stabilizes folding, inhibited aggregation, but a disulfide bond in III1 did not. A gelatin precipitation assay showed that I1–9 did not interact with anastellin, III1, III2, III1–2, or several III1–2 mutants including III1–2KADA. (In contrast to previous studies, we found that the III1–2KADA mutant was identical in conformation to wild-type III1–2.) Because I1–9 only bound to the aggregate and the unfolding of III2 played a role in aggregation, we generated a III2 domain that was destabilized by deletion of the G strand. This mutant bound I1–9 as shown by the gelatin precipitation assay and fluorescence resonance energy transfer analysis, and it inhibited FN matrix assembly when added to cell culture. Next, we introduced disulfide mutations into full-length FN. Three disulfide locks in III2, III3, and III11 were required to dramatically reduce anastellin-induced aggregation. When we tested the disulfide mutants in cell culture, only the disulfide bond in III2 reduced the FN matrix. These results suggest that the unfolding of III2 is one of the key factors for FN aggregation and assembly.",Extracellular Matrix;Fibronectin;Protein Assembly;Protein Self-assembly;Protein Stability;Protein-Protein Interactions
Biochemistry. 2012 Jan 10; 51(1): 565–572.,10.1021/bi201642p,PMC3267630,22192051,Thermodynamics of Ligand Binding to a Heterogeneous RNA Population in the Malachite Green Aptamer,Joshua E. Sokoloski;Sarah E. Dombrowski;Philip C. Bevilacqua,"1Department of Chemistry, The Pennsylvania State University, University Park, PA 16802;*
Author to whom correspondence should be addressed: Phone: (814) 863-3812; Fax: (814) 865-2927; ude.usp@5bcp;2Present Address: School of Pharmacy, University of Pittsburgh, Pittsburgh, PA 15213.","The malachite green aptamer binds two closely related ligands, malachite green (MG) and tetramethylrosamine (TMR), with near equal affinity. The MG ligand consists of three phenyl rings emanating from a central carbon, while TMR has two of the three rings connected by an ether linkage. The binding pockets for MG and TMR in the aptamer, known from high-resolution structure, differ only in the conformation of a few nucleotides. Herein, we applied isothermal titration calorimetry (ITC) to compare the thermodynamics for binding of MG and TMR to the aptamer. Binding heat capacities were obtained from ITC titrations over the temperature range of 15 to 60 °C. Two temperature regimes were found for MG binding: one from 15 to 45 °C where MG bound with a large negative heat capacity and an apparent stoichiometry (n) of ~0.4, and another from 50 to 60 °C where MG bound with positive heat capacity and n~1.1. The binding of TMR, on the other hand, revealed only one temperature regime for binding, with a more modest negative heat capacity and n~1.2. The large difference in heat capacity between the two ligands suggests that significantly more conformational rearrangement occurs upon the binding of MG than TMR, which is consistent with differences in solvent accessible surface area calculated for available ligand-bound structures. Lastly, we note that binding stoichiometry of MG was improved not only by raising the temperature, but also by lowering the concentration of Mg2+ or increasing the time between ITC injections. These studies suggest that binding of a dynamical ligand to a functional RNA requires the RNA itself to have significant dynamics.",RNA dynamics;heat capacity;thermodynamics;aptamer
J Inorg Biochem. 2012 Mar; 108: 105–111.,10.1016/j.jinorgbio.2011.11.005,PMC3396563,22166353,On the mechanism and rate of gold incorporation into thiol-dependent flavoreductases,Fulvio Saccoccia;Francesco Angelucci;Giovanna Boumis;Maurizio Brunori;Adriana E. Miele;David L. Williams;Andrea Bellelli,"aDepartment of Biochemical Sciences “A. Rossi Fanelli,” “Sapienza” University of Rome and Istituto Pasteur-Fondazione Cenci Bolognetti, P. Le Aldo Moro 5, 00185 Rome, Italy;bDept. of Basic and Applied Biology, University of L’Aquila, Via Vetoio snc. loc. Coppito, I-67010 L’Aquila, Italy;cDepartment of Immunology/Microbiology, Rush University Medical Center, Chicago, IL, USA;*Corresponding author. Tel.: +39 0649910236; fax: +39 064440062. ti.1amorinu@illelleb.aerdna (A. Bellelli)","NADPH-dependent flavoreductases are important drug targets. During their enzymatic cycle thiolates and selenolates that have high affinity for transition metals are generated. Auranofin (AF), a gold-containing compound, is classified by the World Health Organization as an antirheumatic agent and it is indicated as the scaffold for the development of new anticancer and antiparasitic drugs. AF inhibits selenocysteine-containing flavoreductases (thioredoxin reductase and thioredoxin glutathione reductase) more effectively than non Se-containing ones (glutathione reductase); this preference has been ascribed to the high affinity of selenium for gold. We solved the 3D structure of the Se-containing Thioredoxin Glutathione Reductase from the human parasite Schistosoma mansoni complexed with Au and our results challenge this view: we believe that the relative velocity of the reaction rather than the relative affinity, depends on the presence of Sec residues, which appear to dictate AF selectivity.",Thioredoxin Glutathione Reductase;Gold–cysteine complex;Gold–selenocysteine complex;Auranofin
Biophys J. 2011 Nov 16; 101(10): 2502–2506.,10.1016/j.bpj.2011.09.056,PMC3218329,22098749,Kinetics of Nanochain Formation in a Simplified Model of Amelogenin Biomacromolecules,Wei Li;Ya Liu;Toni Perez;J.D. Gunton;C.M. Sorensen;A. Chakrabarti,"†Department of Physics, Lehigh University, Bethlehem, Pennsylvania;‡Department of Physics, Kansas State University, Manhattan, Kansas;Wei Li: ude.hgihel@802lew ;∗Corresponding author ude.hgihel@802lew",We show that the kinetics of nanochain formation of amelogenin molecules is well described by a combination of translational and rotational diffusion of a simplified anisotropic bipolar model consisting of hydrophobic spherical colloid particles and a point charge located on each particle surface. The colloid particles interact via a standard depletion attraction whereas the point charges interact through a screened Coulomb repulsion. We study the kinetics via a Brownian dynamics simulation of both translational and rotational motions and show that the anisotropy brought in by the charge dramatically affects the kinetic pathway of cluster formation and our simple model captures the main features of the experimental observations.,
J Biol Chem. 2011 Mar 18; 286(11): 9646–9656.,10.1074/jbc.M110.177246,PMC3059000,21216965,"Distinct Effects of Zn2+, Cu2+, Fe3+, and Al3+ on Amyloid-β Stability, Oligomerization, and Aggregation",Wei-Ting Chen;Yi-Hung Liao;Hui-Ming Yu;Irene H. Cheng;Yun-Ru Chen,"From the ‡Genomics Research Center and ;the ¶Taiwan International Graduate Program, Chemical Biology and Molecular Biophysics Program, Genomics Research Center, Academia Sinica, 11574 Taipei, ;the §Institute of Brain Science, National Yang-Ming University, 11221 Taipei, and ;the ‖Institute of Biochemical Sciences, National Taiwan University, 10617 Taipei, Taiwan;1 To whom correspondence should be addressed: Genomics Research Center, Academia Sinica, Taiwan, 128, Academia Rd., Sec. 2, Nankang Dist., Taipei 115, Taiwan.,  Tel.: 886-2-2787-1275; Fax: 886-2-2789-8771; E-mail: wt.ude.acinis.etag@nehcry.","Abnormally high concentrations of Zn2+, Cu2+, and Fe3+ are present along with amyloid-β (Aβ) in the senile plaques in Alzheimer disease, where Al3+ is also detected. Aβ aggregation is the key pathogenic event in Alzheimer disease, where Aβ oligomers are the major culprits. The fundamental mechanism of these metal ions on Aβ remains elusive. Here, we employ 4,4′-Bis(1-anilinonaphthalene 8-sulfonate) and tyrosine fluorescence, CD, stopped flow fluorescence, guanidine hydrochloride denaturation, and photo-induced cross-linking to elucidate the effect of Zn2+, Cu2+, Fe3+, and Al3+ on Aβ at the early stage of the aggregation. Furthermore, thioflavin T assay, dot blotting, and transmission electron microscopy are utilized to examine Aβ aggregation. Our results show that Al3+ and Zn2+, but not Cu2+ and Fe3+, induce larger hydrophobic exposures of Aβ conformation, resulting in its significant destabilization at the early stage. The metal ion binding induces Aβ conformational changes with micromolar binding affinities and millisecond binding kinetics. Cu2+ and Zn2+ induce similar assembly of transiently appearing Aβ oligomers at the early state. During the aggregation, we found that Zn2+ exclusively promotes the annular protofibril formation without undergoing a nucleation process, whereas Cu2+ and Fe3+ inhibit fibril formation by prolonging the nucleation phases. Al3+ also inhibits fibril formation; however, the annular oligomers co-exist in the aggregation pathway. In conclusion, Zn2+, Cu2+, Fe3+, and Al3+ adopt distinct folding and aggregation mechanisms to affect Aβ, where Aβ destabilization promotes annular protofibril formation. Our study facilitates the understanding of annular Aβ oligomer formation upon metal ion binding.",Alzheimer Disease;Amyloid;Kinetics;Metals;Protein Folding
Chem Rev. 2011 Nov 9; 111(11): 6810–6918.,10.1021/cr200077m,PMC3212633,21863792,Supramolecular Coordination: Self-Assembly of Finite Two- and Three-Dimensional Ensembles,Rajesh Chakrabarty;Partha Sarathi Mukherjee;Peter J Stang,"†Department of Chemistry, University of Utah, 315 South 1400 East, Salt Lake City, Utah 84112, United States
;‡Department of Inorganic and Physical Chemistry, Indian Institute of Science, Bangalore, 560012, India
;*
Corresponding authors: ude.hatu.mehc@hsejar (RC); ude.hatu.mehc@gnats (PJS).
","In this design strategy, pioneered by Mirkin and coworkers, both 2D and 3D supramolecular assemblies are accessible using hemilabile ligands and transition metals.11 The hemilabile, flexible ligands coordinate in a bidentate chelating mode to the metal center such that one of the metal-ligand bonds is weaker than the other. The formation of the kinetically controlled product is driven by the chelating effect of the bidentate ligands and the π–π interaction between the two central bridging units (Scheme 1). The weak ligands of this condensed intermediate structure can be selectively displaced upon treatment with small molecules or ions that have stronger affinity for the metal center, thereby generating the thermodynamically controlled product. One important feature of this approach is the conformational flexibility of the ligand. The coordinative lability of the metal centers imparts flexibility to the supramolecular arrays, making this design strategy different from the other approaches in which the final products are rigid. The flexibility of the architectures also makes the ensembles potential candidates for applications that require conformational changes, such as in molecular sensing, catalysis and host-guest chemistry. The fact that the metal centers are free for further coordination without the supramolecular assembly being destroyed makes this approach amenable for the construction of more complex topologies.",
Vet Microbiol. 2011 Jun 2; 150(3): 248–256.,10.1016/j.vetmic.2011.02.004,PMC7117359,21376481,Production of IFN-γ in feline whole blood after incubation with potential T-cell epitopes of the nucleocapsid protein of feline coronavirus,G. Rossi;C. Cornaro;M. Battilani;V. Pocacqua;S. Paltrinieri,"aDepartment of Veterinary Pathology, Hygiene and Public Health, Unit of Veterinary General Pathology and Parasitology, University of Milan, Via Celoria 10, 20133 Milan, Italy;bDepartment of Veterinary Public Health and Animal Pathology, Alma Mater Studiorum-University of Bologne, Via Tolara di Sopra, 50, 40064 Ozzano dell’Emilia, Italy;S. Paltrinieri: ti.iminu@ireinirtlap.oirevas ;⁎Corresponding author. Tel.: +39 02 50318103; fax: +39 02 50318095. ti.iminu@ireinirtlap.oirevas","Plasma IFN-γ concentration was determined using a specific ELISA for feline IFN-γ (DuoSet ELISA, R&D System Europe, Ltd) according to a protocol already performed in our laboratory (Giordano and Paltrinieri, 2009). All IFN-γ measurements were performed in duplicate, and the mean values of the two readings were used to statistically analyse the results.",Feline infectious peritonitis (FIP);Feline coronavirus (FCoV);Interferon-γ (IFN-γ);Nucleocapsid protein
J Phys Chem B. 2011 Feb 17; 115(6): 1491–1502.,10.1021/jp1073522,PMC3042137,21261310,Understanding the Specificity of a Docking Interaction between JNK1 and the Scaffolding Protein JIP1,Chunli Yan;Tamer Kaoud;Sunbae Lee;Kevin N. Dalby;Pengyu Ren,"Department of Biomedical Engineering, University of Texas, Austin, TX 78712; and Division of Medicinal Chemistry, Graduate Program in Biochemistry and Molecular Biology and the Texas Institute for Drug and Diagnostic Development, University of Texas at Austin, Texas 78712;†Department of Biomedical Engineering, University of Texas.;‡Division of Medicinal Chemistry, Graduate Program in Biochemistry and Molecular Biology, University of Texas at Austin.;§Texas Institute for Drug and Diagnostic Development, University of Texas at Austin.;*To whom correspondence should be sent. Phone: 512-232-1832, Fax: 512-232-1832, ude.saxetu.liam@nerp; ude.saxetu.liam@yblad.","The up-regulation of JNK activity is associated with a number of disease states. The JNK-JIP1 interaction represents an attractive target for the inhibition of JNK-mediated signaling. In this study, molecular dynamics simulations have been performed on the apo-JNK1, and the JNK1•L-pepJIP1 and JNK1•D-pepJIP1 complexes to investigate the interaction between the JIP1 peptides and JNK1. Dynamic domain studies based on essential dynamics (ED) analysis of apo-JNK1 and the JNK1•L-pepJIP1 complex have been performed to analyze and compare details of conformational changes, hinge axes, and hinge bending regions in both structures. The activation loop, the αC helix and the G loop are found to be flexible and to exhibit changes in dynamics upon L-pepJIP1 binding. The conformation of the activation loop for the apo state is similar to the inactive form of apo ERK2, while for the JNK1•L-pepJIP1 complex, it is more like the inactive form of ERK2 bound to pepHePTP. ED analysis shows that, after the binding of L-pepJIP1, the N- and C- terminal domains of JNK1 display both a closure and a twisting motion centered around the activation loop, which functions as a hinge. In contrast, no domain motion is detected for the apo state whose open conformation is favored, consistent with a previous study of Src and Lck kinases that interlobe opening motion was needed for the possible intramolecular self-activation. The present study suggests that L-pepJIP1 regulates the inter-domain motions of JNK1 and potentially the active site via an allosteric mechanism. The binding free energies of L-pepJIP1 and D-pepJIP1 to JNK1 are estimated using the molecular mechanics Poisson-Boltzmann and Generalized-Born surface area (MM-PB/GBSA) methods. The contribution of each residue at the interaction interface to the binding affinity of L-pepJIP1 with JNK1 has been analyzed by means of computational alanine-scanning mutagenesis and free energy decomposition. Several critical interactions for binding (e.g. Arg156/L-pepJIP1 and Glu329/JNK1) have been identified. The binding free energy calculation indicates that the electrostatic interaction contributes critically to specificity, rather than to binding affinity between the peptide and JNK1. Notably, the binding free energy calculations predict that D-pepJIP1 binding to JNK1 is significantly weaker than the L form, contradicting the previous suggestion that D-pepJIP1 acts as an inhibitor towards JNK1. We have performed experiments using purified JNK1 to confirm that indeed, D-pepJIP1 does not inhibit the ability of JNK1 to phosphorylate c-Jun in vitro.",
