citation,doi,PMCID,PMID,Title,Author,Belong,Abstract,Keywords
Biomol NMR Assign. 2014 Apr; 8(1): 217–220.,10.1007/s12104-013-9486-2,PMC5822721,23712306,"1H, 13C, and 15N backbone resonance assignments of the 37 kDa voltage-gated Ca2+ channel β4 subunit core SH3-GK domains",Xingfu Xu;William A. Horne,"Department of Clinical Sciences, College of Veterinary Medicine, Michigan State University, 736 Wilson Rd, Room D208, East Lansing, MI 48824, USA;Corresponding author.","The β subunit of the voltage-gated Ca2+ channel (α1, α2δ, and β subunits) is a member of the MAGUK family of proteins and plays an essential role in regulating Ca2+ channel trafficking and gating. It also serves as a central interaction partner for various Ca2+ channel regulatory proteins. We report here the nearly complete 1H, 13C, and 15N backbone resonance assignments of the 37 kDa core SH3-GK domains of the β4 subunit. This is the first report of solution assignments for β subunits, and as such will lay the foundation for future investigations of interaction site mapping, functional dynamics, and protein complex structure determination.",NMR resonance assignment;Ca2+ channel β subunit;Membrane associated guanylate kinase (MAGUK);SH3-domain;Guanylate-kinase domain
ACS Chem Neurosci. 2013 Dec 18; 4(12): 1520–1523.,10.1021/cn4001395,PMC3867962,24106878,"Design of Metastable β-Sheet Oligomers
from Natively Unstructured Peptide","Marcos
J. Guerrero-Muñoz;Diana L. Castillo-Carranza;Urmi Sengupta;Mark A. White;Rakez Kayed;*","†Department of Neurology, the George P. and
Cynthia Woods Mitchell Center for Neurodegenerative Diseases, ‡Departments of Biochemistry
and Molecular Biology, the Sealy Center for
Structural Biology and Molecular Biophysics, University of Texas Medical Branch, Galveston, Texas 77555, United States;Corresponding author.;*E-mail: ude.bmtu@deyakar.","Amyloid
oligomers represent the primary pathological species for neurodegenerative
diseases such as Alzheimer’s and Parkinson’s diseases.
Toxic oligomers are formed by many different proteins and peptides,
but their polydispersity makes them highly dynamic and heterogeneous.
One way to stabilize these structures is to prepare constrained peptides
that can be used to study amyloid intermediates, to identify oligomer-specific
drugs, and to generate conformational antibodies. These conformational
antibodies have demonstrated that oligomers share a common epitope.
In this research, we used a 40-amino acid unstructured segment of
prion protein (Prp) 109–148 with substitutions of methionine
for glycine (Prp-G) residues to prepare a stable and homogeneous population
of β-sheet oligomer mimics. These structures were characterized
by multiple biophysical and biochemical techniques that show characteristic
features of oligomers. Finally, this preparation was not detected
by three different sequence dependent prion antibodies.",Amyloid oligomer;constrained peptide;prion
J Am Chem Soc. 2013 Feb 13; 135(6): 2321–2329.,10.1021/ja311080j,PMC3572272,23320434,Nanoscale Mechanism of Molecular Transport through the Nuclear Pore Complex as Studied by Scanning Electrochemical Microscopy,Jiyeon Kim;Anahita Izadyar;Nikoloz Nioradze;Shigeru Amemiya,"Department of Chemistry, University of Pittsburgh, 219 Parkman Avenue, Pittsburgh, Pennsylvania, 15260;*To whom correspondence should be addressed. ude.ttip@ayimema.;†Present address: Department of Chemistry and Physics, Arkansas State University, State University, Arkansas, 72467","The nuclear pore complex (NPC) is the proteinaceous nanopore that solely mediates molecular transport across the nuclear envelope between the nucleus and cytoplasm of a eukaryotic cell. Small molecules (<40 kDa) diffuse through the large pore of this multiprotein complex. A passively impermeable macromolecule tagged with a signal peptide is chaperoned through the nanopore by nuclear transport receptors (e.g., importins) owing to their interactions with barrier-forming proteins. Presently, this bimodal transport mechanism is not well understood and is described by controversial models. Herein, we report on a dynamic and spatially resolved mechanism for NPC-mediated molecular transport through nanoscale central and peripheral routes with distinct permeabilities. Specifically, we develop a nanogap-based approach of scanning electrochemical microscopy to precisely measure the extremely high permeability of the nuclear envelope to a small probe molecule, (ferrocenylmethyl)trimethylammonium. Effective medium theories indicate that the passive permeability of 5.9 × 10−2 cm/s corresponds to the free diffusion of the probe molecule through ~22 nanopores with a radius of 24 nm and a length of 35 nm. Peripheral routes are blocked by wheat germ agglutinin to yield two-fold lower permeability for 17 nm-radius central routes. This lectin is also used in fluorescence assays to find that importins facilitate the transport of signal-tagged albumin mainly through the 7 nm-thick peripheral route rather than through the sufficiently large central route. We propose that this spatial selectivity is regulated by the conformational changes in barrier-forming proteins that transiently and locally expand the impermeably thin peripheral route while blocking the central route.",
eLife. 2013; 2: e00461.,10.7554/eLife.00461,PMC3576727,23427024,Ribosome structures to near-atomic resolution from thirty thousand cryo-EM particles,Xiao-chen Bai;;;;;Israel S Fernandez;;;;;;;Greg McMullan;;;;;Sjors HW Scheres;;;;;,"1Medical Research Council Laboratory of Molecular Biology, Cambridge, United Kingdom;*For correspondence: ku.ca.mac.bml-crm@serehcs;;","70S T. thermophilus ribosome samples with tRNAs and mRNA were produced as described previously (Selmer et al., 2006). 80S ribosomes were purified from S. cereviseae strain YAS-2488. Cells were grown to OD600 = 2–4 and starved for 10 min at 4°C in buffer without sucrose (20 mM Hepes-KOH pH 7.45, 150 mM KCl, 150 mM K-acetate, 10 mM Mg-acetate, 1 mg/ml heparin, 0.1 mM PMFS, 0.1 mM benzamidine, 2 mM DTT). After starvation, cells were frozen in liquid nitrogen and mechanically disrupted by a blender machine operated under liquid nitrogen conditions. The lysate was allowed to defrost at 4°C and then clarified by a 20 min centrifugation at 14,500×g. The 80S ribosomes from the supernatant were pelleted through a sucrose cushion for 4 hr at 45,000 rpm in a Ti45 Beckman Coulter rotor (Palo Alto, California, USA), in buffer that was supplemented with 1 M sucrose. The pellets were re-suspended in a sucrose gradient buffer without sucrose (20 mM Hepes-KOH pH 7.45, 50 mM KCl, 5 mM Mg-acetate, 0.1 mM PMFS, 0.1 mM benzamidine, 2 mM DTT) and incubated for 15 min with 1 mM puromycin. The sample was loaded on a 10–40% sucrose gradient and centrifuged for 18 hr at 28,000 rpm in a Ti25 zonal rotor. A single peak after gradient fractionation was confirmed to correspond to 80S ribosome particles. All ribosomal proteins, as well as the protein Stm1, were identified using mass spectrometry. For storage in liquid nitrogen, the buffer was exchanged to buffer M (3 mM Hepes-KOH pH 7.45, 6.6 mM Tris-acetate pH 7.2, 3 mM NH4Cl, 6.6 mM NH4-acetate, 48 mM K-acetate, 4 mM Mg-acetate, 2.4 mM DTT) and the sample was concentrated to 6 μM.",S. cerevisiae
Crit Rev Biochem Mol Biol. 2013 Dec; 48(6): 575–608.,10.3109/10409238.2013.840259,PMC3852498,24088064,The Mediator complex and transcription regulation,Zachary C. Poss;Christopher C. Ebmeier;Dylan J. Taatjes,"Department of Chemistry and Biochemistry, University of Colorado, Boulder, CO, USA;Corresponding author.;Address for correspondence: Dylan J. Taatjes, Department of Chemistry and Biochemistry, University of Colorado, Boulder, CO, USA. Tel: 303 492-6929. E-mail: ude.odaroloc@sejtaaT;*These authors contributed equally to this work.","The Mediator complex is a multi-subunit assembly that appears to be required for regulating expression of most RNA polymerase II (pol II) transcripts, which include protein-coding and most non-coding RNA genes. Mediator and pol II function within the pre-initiation complex (PIC), which consists of Mediator, pol II, TFIIA, TFIIB, TFIID, TFIIE, TFIIF and TFIIH and is approximately 4.0 MDa in size. Mediator serves as a central scaffold within the PIC and helps regulate pol II activity in ways that remain poorly understood. Mediator is also generally targeted by sequence-specific, DNA-binding transcription factors (TFs) that work to control gene expression programs in response to developmental or environmental cues. At a basic level, Mediator functions by relaying signals from TFs directly to the pol II enzyme, thereby facilitating TF-dependent regulation of gene expression. Thus, Mediator is essential for converting biological inputs (communicated by TFs) to physiological responses (via changes in gene expression). In this review, we summarize an expansive body of research on the Mediator complex, with an emphasis on yeast and mammalian complexes. We focus on the basics that underlie Mediator function, such as its structure and subunit composition, and describe its broad regulatory influence on gene expression, ranging from chromatin architecture to transcription initiation and elongation, to mRNA processing. We also describe factors that influence Mediator structure and activity, including TFs, non-coding RNAs and the CDK8 module.",CDK8-Mediator;Gdown1;gene expression;paused pol II;review;super elongation complex;TFIIS
RNA. 2013 Apr; 19(4): 574–585.,10.1261/rna.037028.112,PMC3677267,23431409,Specific contacts between protein S4 and ribosomal RNA are required at multiple stages of ribosome assembly,Megan Mayerle;Sarah A. Woodson,"1Program in Cell, Molecular, Developmental Biology and Biophysics, Department of Biology, Johns Hopkins University, Baltimore, Maryland 21218, USA;2Department of Biophysics, Johns Hopkins University, Baltimore, Maryland 21218, USA;3Present address: Department of Biochemistry and Biophysics, University of California San Francisco, San Francisco, California 94122, USA;4Corresponding author
E-mail ude.uhj@nosdoows","Assembly of bacterial 30S ribosomal subunits requires structural rearrangements to both its 16S rRNA and ribosomal protein components. Ribosomal protein S4 nucleates 30S assembly and associates rapidly with the 5′ domain of the 16S rRNA. In vitro, transformation of initial S4–rRNA complexes to long-lived, mature complexes involves refolding of 16S helix 18, which forms part of the decoding center. Here we use targeted mutagenesis of Geobacillus stearothermophilus S4 to show that remodeling of S4–rRNA complexes is perturbed by ram alleles associated with reduced translational accuracy. Gel mobility shift assays, SHAPE chemical probing, and in vivo complementation show that the S4 N-terminal extension is required for RNA binding and viability. Alanine substitutions in Y47 and L51 that interact with 16S helix 18 decrease S4 affinity and destabilize the helix 18 pseudoknot. These changes to the protein–RNA interface correlate with no growth (L51A) or cold-sensitive growth, 30S assembly defects, and accumulation of 17S pre-rRNA (Y47A). A third mutation, R200A, over-stabilizes the helix 18 pseudoknot yet results in temperature-sensitive growth, indicating that complex stability is finely tuned by natural selection. Our results show that early S4–RNA interactions guide rRNA folding and impact late steps of 30S assembly.",ribosome assembly;ribosomal protein S4;SHAPE;α-operon;pseudoknot;RNA–protein interaction
PLoS One. 2013; 8(11): e80221.,10.1371/journal.pone.0080221,PMC3855832,24324553,Mapping the Structural and Dynamical Features of Multiple p53 DNA Binding Domains: Insights into Loop 1 Intrinsic Dynamics,Suryani Lukman;David P. Lane;Chandra S. Verma,"
1
Bioinformatics Institute, Agency for Science, Technology and Research, Singapore, Republic of Singapore, 
;
2
p53 laboratory, Agency for Science, Technology and Research, Singapore, Republic of Singapore, 
;
3
Department of Biological Sciences, National University of Singapore, Singapore, Republic of Singapore, 
;
4
School of Biological Sciences, Nanyang Technological University, Singapore, Republic of Singapore, 
;
University of Leeds, United Kingdom, 
;* E-mail: gs.ude.rats-a.iib@skul (SL); gs.ude.rats-a.iib@ardnahc (CSV);Competing Interests: Chandra Verma is a member of the PLOS Editorial Board.;Conceived and designed the experiments: SL DPL CSV. Performed the experiments: SL. Analyzed the data: SL CSV. Contributed reagents/materials/analysis tools: SL DPL CSV. Wrote the manuscript: SL CSV. ",Conceived and designed the experiments: SL DPL CSV. Performed the experiments: SL. Analyzed the data: SL CSV. Contributed reagents/materials/analysis tools: SL DPL CSV. Wrote the manuscript: SL CSV.,
FEBS Open Bio. 2013; 3: 218–224.,10.1016/j.fob.2013.04.004,PMC3668522,23772397,Zinc-binding and structural properties of the histidine-rich loop of Arabidopsis thaliana vacuolar membrane zinc transporter MTP1☆,Natsuki Tanaka;Miki Kawachi;Takashi Fujiwara;Masayoshi Maeshima,"Laboratory of Cell Dynamics, Graduate School of Bioagricultural Sciences, Nagoya University, Nagoya 464-8601, Japan;Institute for Advanced Research, Nagoya University, Nagoya 464-8601, Japan;Natsuki Tanaka: pj.ca.u-ayogan.xobm.h@ikustan.akanat;  Miki Kawachi: pj.ca.u-ayogan.rga@ihcawakm;  Takashi Fujiwara: pj.ca.u-ayogan.rga@ijufakat;  Masayoshi Maeshima: pj.ca.u-ayogan.rga@amihseam ;*Corresponding author. Tel.: +81 52 789 4096. pj.ca.u-ayogan.rga@amihseam","The vacuolar Zn2+/H+ antiporter of Arabidopsis thaliana, AtMTP1, has a cytosolic histidine-rich loop (His-loop). We characterized the structures and Zn2+-binding properties of the His-loop and other domains. Circular dichroism analyses revealed that the His-loop partly consists of a polyproline type II structure and that its conformational change is induced by Zn2+ as well as the C-terminal domain. Isothermal titration calorimetry of the His-loop revealed a binding number of four Zn2+ per molecule. Numbers of Ni and Co associated with the His-loop were approximately one ion per molecule and the thermodynamic parameters of the association with these ions were different from that of Zn2+. These results suggest the involvement of the His-loop in sensing cytosolic Zn2+ and in the regulation of zinc transport activity through Zn2+-induced structural change.",Circular dichroism spectroscopy;Histidine-rich loop;Isothermal titration calorimetry;Metal tolerance protein;Zinc binding;Zinc transporter
Biochemistry. 2013 May 21; 52(20): 3564–3578.,10.1021/bi4003106,PMC3898853,23617878,Stabilization of an unusual salt bridge in ubiquitin by the extra C-terminal domain of the proteasome-associated deubiquitinase UCH37 as a mechanism of its exo specificity,Marie E. Morrow;Myung-Il Kim;Judith A. Ronau;Michael J. Sheedlo;Rhiannon R. White;Joseph Chaney;Lake N. Paul;Markus A. Lill;Katerina Artavanis-Tsakonas;Chittaranjan Das,"1Department of Chemistry, Purdue University, 560 Oval Drive, West Lafayette, IN, 47907, USA;2Division of Cell and Molecular Biology, Imperial College London, Sir Alexander Fleming Bldg, Imperial College Road, London, SW7 2AZ, UK;3Bindley Biosciences Center, Purdue University, West Lafayette, IN, 47907, USA;4Department of Medicinal Chemistry and Molecular Pharmacology, Purdue University, 575 Stadium Mall Drive, West Lafayette, IN, 47907, USA;*To whom correspondence should be addressed: Chittaranjan Das, Brown Laboratory of Chemistry, 560 Oval Drive, West Lafayette, IN, 47907, (765)-494-5478, Fax: (765)-494-0239, ude.eudrup@sadc;#Equal contribution","Ubiquitination is countered by a group of enzymes collectively called deubiquitinases (DUBs) - about 100 of them can be found in the human genome. One of the most interesting aspects of these enzymes is the ability of some members to selectively recognize specific linkage types between ubiquitin in polyubiquitin chains and their endo and exo specificity. The structural basis of exo-specific deubiquitination catalyzed by a DUB is poorly understood. UCH37, a cysteine DUB conserved from fungi to humans, is a proteasome-associated factor that regulates the proteasome by sequentially cleaving polyubiquitin chains from their distal ends, i.e., by exo-specific deubiquitination. In addition to the catalytic domain, the DUB features a functionally uncharacterized UCH37-like domain (ULD), presumed to keep the enzyme in an inhibited state in its proteasome-free form. Herein we report the crystal structure of two constructs of UCH37 from Trichinella spiralis in complex with a ubiquitin-based suicide inhibitor, ubiquitin vinyl methyl ester (UbVME). These structures show that the ULD makes direct contact with ubiquitin stabilizing a highly unusual intra-molecular salt bridge between Lys48 and Glu51 of ubiquitin, an interaction that would be favored only with the distal ubiquitin but not with the internal ones in a Lys48-linked polyubiquitin chain. An inspection of 39 DUB-ubiquitin structures in the protein data bank reveals the uniqueness of the salt bridge in ubiquitin bound to UCH37, an interaction that disappears when the ULD is deleted, as revealed in the structure of the catalytic domain alone bound to UbVME. The structural data are consistent with previously reported mutational data on the mammalian enzyme, which, together with the fact that the ULD residues that bind to ubiquitin are conserved, points to a similar mechanism behind the exo specificity of the human enzyme. To the best of our knowledge, these data provide the only structural example so far of how the exo specificity of a DUB can be determined by its non-catalytic domain. Thus, our data show that, contrary to its proposed inhibitory role, the ULD actually contributes to substrate recognition and could be a major determinant of proteasome-associated function of UCH37. Moreover, our structures show that the unproductively oriented catalytic cysteine in the free enzyme is aligned correctly when ubiquitin binds, suggesting a mechanism for ubiquitin selectivity.",
Dairy Sci Technol. 2013 Jan; 93(1): 21–43.,10.1007/s13594-012-0095-0,PMC3567326,23396893,Chemical and functional properties of glycomacropeptide (GMP) and its role in the detection of cheese whey adulteration in milk: a review,Neelima;Rajan Sharma;Yudhishthir Singh Rajput;Bimlesh Mann,"Dairy Chemistry Division, National Dairy Research Institute, Karnal, 132001 India ;Division of Animal Biochemistry, National Dairy Research Institute, Karnal, 132001 India ;Rajan Sharma, Email: moc.liamg@12amrahsnajar.;Corresponding author.","Glycomacropeptide (GMP) is a C-terminal part (f 106–169) of kappa-casein which is released in whey during cheese making by the action of chymosin. GMP being a biologically active component has gained much attention in the past decade. It also has unique chemical and functional properties. Many of the biological properties have been ascribed to the carbohydrate moieties attached to the peptide. The unique set of amino acids in GMP makes it a sought-after ingredient with nutraceutical properties. Besides its biological activity, GMP has several interesting techno-functional properties such as wide pH range solubility, emulsifying properties as well as foaming abilities which are shown to be promising for applications in food and nutrition industry. These properties of GMP have given new dimension for the profitable utilization of cheese whey to the dairy industry. A number of protocols for isolation of GMP from cheese whey have been reported. Moreover, its role in detection of sweet/rennet whey adulteration in milk and milk products has also attracted attention of various researchers, and many GMP-specific analytical methods have been proposed. This review discusses the chemico-functional properties of GMP and its role in the detection methods for checking cheese or sweet whey adulteration in milk. Recent concepts used in the isolation of GMP from cheese whey have also been discussed.",Glycomacropeptide;Chemico-functional properties;Cheese whey;Adulteration
Biophys J. 2013 Nov 5; 105(9): 2082–2092.,10.1016/j.bpj.2013.09.031,PMC3824416,24209853,Membrane Orientation and Lateral Diffusion of BODIPY-Cholesterol as a Function of Probe Structure,Lukasz M. Solanko;Alf Honigmann;Henrik Skov Midtiby;Frederik W. Lund;Jonathan R. Brewer;Vjekoslav Dekaris;Robert Bittman;Christian Eggeling;Daniel Wüstner,"†Department of Biochemistry and Molecular Biology, University of Southern Denmark, Odense M, Denmark;‡MEMPHYS Center for Biomembrane Physics, Department of Pharmacy, Chemistry and Physics, University of Southern Denmark, Odense M, Denmark;§Institute for Chemical, Biological and Environmental Technology, University of Southern Denmark, Odense M, Denmark;¶Max Planck Institute for Biophysical Chemistry, Department of NanoBiophotonics, Am Fassberg 11, Göttingen, Germany;‖Department of Chemistry and Biochemistry, Queens College, The City University of New York, Flushing, New York;∗∗Human Immunology Unit, Weatherall Institute of Molecular Medicine, University of Oxford, Oxford, United Kingdom;Daniel Wüstner: kd.uds.bmb@rentseuw ;∗Corresponding author kd.uds.bmb@rentseuw","Cholesterol tagged with the BODIPY fluorophore via the central difluoroboron moiety of the dye (B-Chol) is a promising probe for studying intracellular cholesterol dynamics. We synthesized a new BODIPY-cholesterol probe (B-P-Chol) with the fluorophore attached via one of its pyrrole rings to carbon-24 of cholesterol (B-P-Chol). Using two-photon fluorescence polarimetry in giant unilamellar vesicles and in the plasma membrane (PM) of living intact and actin-disrupted cells, we show that the BODIPY-groups in B-Chol and B-P-Chol are oriented perpendicular and almost parallel to the bilayer normal, respectively. B-Chol is in all three membrane systems much stronger oriented than B-P-Chol. Interestingly, we found that the lateral diffusion in the PM was two times slower for B-Chol than for B-P-Chol, although we found no difference in lateral diffusion in model membranes. Stimulated emission depletion microscopy, performed for the first time, to our knowledge, with fluorescent sterols, revealed that the difference in lateral diffusion of the BODIPY-cholesterol probes was not caused by anomalous subdiffusion, because diffusion of both analogs in the PM was free but not hindered. Our combined measurements show that the position and orientation of the BODIPY moiety in cholesterol analogs have a severe influence on lateral diffusion specifically in the PM of living cells.",
J Biol Chem. 2013 Nov 1; 288(44): 31624–31634.,10.1074/jbc.M113.491928,PMC3814758,24064211,The Geminin and Idas Coiled Coils Preferentially Form a Heterodimer That Inhibits Geminin Function in DNA Replication Licensing*,Christophe Caillat;Dafni-Eleftheria Pefani;Peter J. Gillespie;Stavros Taraviras;J. Julian Blow;Zoi Lygerou;Anastassis Perrakis,"From the ‡Division of Biochemistry, The Netherlands Cancer Institute, 1066 CX Amsterdam, The Netherlands, ;§Laboratory of Biology, School of Medicine, University of Patras, 26505 Rio, Patras, Greece, ;¶Centre for Gene Regulation and Expression, College of Life Sciences, University of Dundee, Dundee DD1 5EH, United Kingdom, and ;‖Laboratory of Physiology, School of Medicine, University of Patras, 26505 Rio, Patras, Greece;3 To whom correspondence should be addressed. Tel.: 31-20-512-1951; E-mail: ln.ikn@sikarrep.a.;1Supported by the European Research Council (ERC281851_DYNACOM) and a European Molecular Biology Organization short term fellowship (to E.-D. P.).;2Supported by Biotechnology and Biological Sciences Research Council (Swindon, UK) Grant BB/H013024/1, Cancer Research UK Grant C303/A7399, and Wellcome Trust Grant 083524/Z/07/Z.","Geminin is an important regulator of proliferation and differentiation in metazoans, which predominantly inhibits the DNA replication licensing factor Cdt1, preventing genome over-replication. We show that Geminin preferentially forms stable coiled-coil heterodimers with its homologue, Idas. In contrast to Idas-Geminin heterodimers, Idas homodimers are thermodynamically unstable and are unlikely to exist as a stable macromolecule under physiological conditions. The crystal structure of the homology regions of Idas in complex with Geminin showed a tight head-to-head heterodimeric coiled-coil. This Idas-Geminin heterodimer binds Cdt1 less strongly than Geminin-Geminin, still with high affinity (∼30 nm), but with notably different thermodynamic properties. Consistently, in Xenopus egg extracts, Idas-Geminin is less active in licensing inhibition compared with a Geminin-Geminin homodimer. In human cultured cells, ectopic expression of Idas leads to limited over-replication, which is counteracted by Geminin co-expression. The properties of the Idas-Geminin complex suggest it as the functional form of Idas and provide a possible mechanism to modulate Geminin activity.",DNA Replication;Isothermal Titration Calorimetry;Protein Stability;X-ray Crystallography;X-ray Scattering;Xenopus;Coiled Coil
J Gen Physiol. 2013 Aug; 142(2): 174.,,PMC3727309,,"ABSTRACTS OF PAPERS AT THE SIXTY-SEVENTH ANNUAL MEETING OF THE SOCIETY OF GENERAL PHYSIOLOGISTS: The Enigmatic Chloride Ion: Transport, Regulation, and Roles in Physiology",,,"Yu, Y., 38",
Cell Mol Life Sci. : 10.1007/s00018-013-1475-1.,10.1007/s00018-013-1475-1,PMC3969452,24077895,Endothelial Signaling and the Molecular Basis of Arteriovenous Malformation,Deepak Atri;Bruno Larrivée;Anne Eichmann;Michael Simons,"1Yale Cardiovascular Research Center, Section of Cardiovascular Medicine, Department of Internal Medicine, Yale University School of Medicine, New Haven, United States;2Department of Ophthalmology, Hôpital Maisonneuve-Rosemont Research Centre, University of Montreal, Montreal, Canada;3Center for Interdisciplinary Research in Biology (CIRB), Collège de France, Paris, France;4Department of Cell Biology, Yale University School of Medicine, New Haven, United States;Corresponding author: Prof. Michael Simons, Section of Cardiovascular Medicine, Yale University School of Medicine, 333 Cedar St, New Haven, CT 06510, phone: +1 203 785-7000, ude.elay@snomis.leahcim","Arteriovenous malformations occur when abnormalities of vascular patterning result in the flow of blood from arteries to veins without an intervening capillary bed. Recent work has revealed the importance of the Notch and TGFβ signaling pathways in vascular patterning. Specifically, Notch signaling has an increasingly apparent role in arterial specification and suppression of branching, whereas TGFβ is implicated in vascular smooth muscle development and remodeling under angiogenic stimuli. These physiologic roles, consequently, have implicated both pathways in the pathogenesis of arteriovenous malformation. In this review, we summarize the studies of endothelial signaling that contribute to arteriovenous malformation and the roles of genes implicated in their pathogenesis. We further discuss how endothelial signaling may contribute to vascular smooth muscle development and how knowledge of signaling pathways may provide us targets for medical therapy in these vascular lesions.",Arteriovenous malformation;Notch;TGFβ;DLL4;ALK1;ENG;RASA1;Endo-MT
Biotechnol Adv. 2014 Jul-Aug; 32(4): 711–726.,10.1016/j.biotechadv.2013.11.006,PMC4024087,24252561,Techniques for physicochemical characterization of nanomaterials,Ping-Chang Lin;Stephen Lin;Paul C. Wang;Rajagopalan Sridhar,"aLaboratory of Molecular Imaging, Department of Radiology, Howard University, Washington, DC 20060, USA;bDepartment of Radiation Oncology, Howard University, Washington, DC 20060, USA;*Corresponding author at: Department of Radiation Oncology, Howard University, 2041 Georgia Ave., N.W., Washington, DC 20060, USA. Tel.: +1 240 416 6095; fax: +1 202 865 3722. ude.drawoh@rahdirsr (R. Sridhar)","Advances in nanotechnology have opened up a new era of diagnosis, prevention and treatment of diseases and traumatic injuries. Nanomaterials, including those with potential for clinical applications, possess novel physicochemical properties that have an impact on their physiological interactions, from the molecular level to the systemic level. There is a lack of standardized methodologies or regulatory protocols for detection or characterization of nanomaterials. This review summarizes the techniques that are commonly used to study the size, shape, surface properties, composition, purity and stability of nanomaterials, along with their advantages and disadvantages. At present there are no FDA guidelines that have been developed specifically for nanomaterial based formulations for diagnostic or therapeutic use. There is an urgent need for standardized protocols and procedures for the characterization of nanoparticles, especially those that are intended for use as theranostics.",Nanoparticle;Nanomedicine;Physicochemical properties;Image contrast agents;Molecular imaging
Proc Natl Acad Sci U S A. 2013 Apr 2; 110(14): 5486–5491.,10.1073/pnas.1220306110,PMC3619307,23509291,A HORMA domain in Atg13 mediates PI 3-kinase recruitment in autophagy,Christine C. Jao;Michael J. Ragusa;Robin E. Stanley;James H. Hurley,"Laboratory of Molecular Biology, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Bethesda, MD,  20892;2To whom correspondence should be addressed. E-mail: vog.hin@yelruh.semaj.;Edited by Axel T. Brunger, Stanford University, Stanford, CA, and approved February 26, 2013 (received for review November 21, 2012);Author contributions: J.H.H. designed research; C.C.J., M.J.R., and R.E.S. performed research; C.C.J., M.J.R., R.E.S., and J.H.H. analyzed data; and J.H.H. wrote the paper.;1C.C.J. and M.J.R. contributed equally to this work.","Author contributions: J.H.H. designed research; C.C.J., M.J.R., and R.E.S. performed research; C.C.J., M.J.R., R.E.S., and J.H.H. analyzed data; and J.H.H. wrote the paper.",protein crystallography;protein degradation;protein structure;yeast genetics
Mol Microbiol. 2013 Oct; 90(1): 54–71.,10.1111/mmi.12347,PMC3793127,23909720,"The DivJ, CbrA and PleC system controls DivK phosphorylation and symbiosis in Sinorhizobium meliloti",Francesco Pini;Benjamin Frage;Lorenzo Ferri;Nicole J. De Nisco;Saswat S. Mohapatra;Lucilla Taddei;Antonella Fioravanti;Frederique Dewitte;Marco Galardini;Matteo Brilli;Vincent Villeret;Marco Bazzicalupo;Alessio Mengoni;Graham C. Walker;Anke Becker;Emanuele G. Biondi,"1Interdisciplinary Research Institute USR3078, CNRS-Université Lille Nord de France, 50 avenue de Halley, Villeneuve d'Ascq Cedex, France;2LOEWE Center for Synthetic Microbiology and Department of Biology, Philipps-Universität Marburg, Marburg, Germany;3Department of Biology, University of Firenze, via Madonna del Piano 6, I-50015 Sesto Fiorentino, Italy;4Department of Biology, Massachusetts Institute of Technology, Cambridge, MA 02139, USA;5INRIA Grenoble - Rhône-Alpes, Montbonnot and Laboratoire de Biométrie et Biologie Evolutive, CNRS UMR 5558, Université Lyon 1, INRA, Villeurbanne, France;*Corresponding author: rf.1ellil-vinu.iri]ta[idnoib.eleuname, +33-(0)3-62531719, +33-(0)3-62531701;§Present address: Fondazione Edmund Mach/CRI, Functional genomics, San Michele all'Adige, Italy.","We employed an in silico strategy to identify other genes in S. meliloti (extended also to genomes of other Alphaproteobacteria) that encode for proteins that belong to the family of histidine kinases that controls DivK phosphorylation and dephosphorylation. This family was named pleC/divJ homolog sensor family (PdhS) as previously suggested (Hallez et al., 2004). In order to predict the kinases interacting with a response regulator, we took advantage of a previous analysis that defined the regions of the histidine kinase that make contact with the response regulator and that are responsible for the specificity of this interaction (Skerker et al., 2008). This approach was integrated with the hypothesis that all Alphaproteobacterial DivK and PleC proteins are able to interact with DivK (Brilli et al., 2010). The fragment of the HK responsible for the specific interaction with the response regulator DivK comprises helix 1 and helix 2 of the two-helix bundle that surrounds the histidine residue (Ohta and Newton, 2003; Skerker et al., 2008). Helix 1 of the C. crescentus DivJ corresponds to residues 332 to 351 and helix 2 corresponds to 369 to 395. Results of the alignment of DivJs and PleCs are shown in figure S2. From this alignment, in which we used both helices, we derived a probability model describing the variability at each position of the most conserved helix (helix 1) in DivJ and PleC proteins from organisms possessing DivK (Fig. 6A). We scanned for HKs in Alphaproteobacteria genomes using a probability matrix that allowed us to assign a score to each of them, while a threshold chosen to include known DivK partners allowed identifying additional putative DivK interactors. Notably, S. meliloti CbrA (Gibson et al., 2007) and the B. abortus PdhS (Hallez et al., 2007), which have been hypothesized to interact with DivK, were in fact detected with this bioinformatic analysis. The list of accession numbers of PdhS family members is shown in table S1. S. meliloti showed five PdhS kinases including CbrA (Gibson et al., 2006), DivJ and PleC (Fields et al., 2012) and two other histidine kinases putatively belonging to the PdhS family that we named PdhSA and PdhSB (Fig. 6B), SMc04212 and SMc01128 respectively.",
